tulo/meno,momenttitaso,momenttinumerot,linkki,1.momentti,2.momentti,3.momentti,nimi,poistettava momentti,numero,Lib budjetti,Leikattavaa momentista,Liikennevalo,Perustelu,suhdeluku leikkauksiin,Leikkausten kategorisointi
tulo,3,11.19.13.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/11/19/13/13.html,11. VEROT JA VERONLUONTEISET TULOT,19. Muut veronluonteiset tulot,13. Lupa- ja valvontaviraston valvontamaksut,13. Lupa- ja valvontaviraston valvontamaksut,lisäys hallituksen esityksessä,3 790 000,3 790 000,0,Tärkeä / Tehokas,Lupa- ja valvontaviraston kustannusvastaavuus valvontatoiminnassa säilytetään.,"0,00%",
tulo,1,12.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/12.html,12. SEKALAISET TULOT,,,12. SEKALAISET TULOT,,10 259 424 000,8 282 573 400,−1 976 850 600,Liikkumavaraa,,"−19,27%",
tulo,2,12.23.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/23/23.html,12. SEKALAISET TULOT,23. Valtioneuvoston kanslia,,23. Valtioneuvoston kanslia,,50 000,50 000,0,Liikkumavaraa,,"0,00%",
tulo,3,12.23.99.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/23/99/99.html,12. SEKALAISET TULOT,23. Valtioneuvoston kanslia,99. Valtioneuvoston kanslian muut tulot,99. Valtioneuvoston kanslian muut tulot,,50 000,50 000,0,Tärkeä / Tehokas,"Mikäli ihmiset haluavat maksaa vapaaehtoisesti lisää veroja, voidaan niille varattu tulopuolen momentti säästää.","0,00%",
tulo,2,12.24.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/24/24.html,12. SEKALAISET TULOT,24. Ulkoministeriön hallinnonala,,24. Ulkoministeriön hallinnonala,,25 713 000,11 563 000,−14 150 000,Liikkumavaraa,,"−55,03%",
tulo,3,12.24.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/24/20/20.html,12. SEKALAISET TULOT,24. Ulkoministeriön hallinnonala,20. Tiede- ja kulttuuri-instituuttikiinteistöjen vuokratulot,20. Tiede- ja kulttuuri-instituuttikiinteistöjen vuokratulot,,1 046 000,0,−1 046 000,Leikataan / Tehoton,"Ulkomailla sijaitsevista tiede- ja kulttuuri-instituuttikiinteistöistä luovutaan, joten myös vuokratulot poistuvat.","−100,00%",
tulo,3,12.24.99.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/24/99/99.html,12. SEKALAISET TULOT,24. Ulkoministeriön hallinnonala,99. Ulkoministeriön hallinnonalan tulot,99. Ulkoministeriön hallinnonalan tulot,,24 667 000,11 563 000,−13 104 000,Liikkumavaraa,"Kun menopuolen vastaparina olevaa kehitysapua muutetaan lainapainotteiseksi poistuvat myös 13,104 M€ kehitysavun palautukset.","−53,12%",
tulo,2,12.25.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/25/25.html,12. SEKALAISET TULOT,25. Oikeusministeriön hallinnonala,,25. Oikeusministeriön hallinnonala,,170 675 000,158 675 000,−12 000 000,Liikkumavaraa,,"−7,03%",
tulo,3,12.25.10.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/25/10/10.html,12. SEKALAISET TULOT,25. Oikeusministeriön hallinnonala,10. Tuomioistuintulot,10. Tuomioistuintulot,,43 670 000,43 670 000,0,Liikkumavaraa,"Oikeudenkäyntimaksut vastaavat budjetoituna 39 % kustannuksista. Oikeuden hakemisen kynnystä ja kustannusta on pidettävä kohtuullisena. Aiempina vuosina Liberaalipuolue on ehdottanut 40 % tasoa kustannusvastaavuudessa, joten säilytetään momentti tällä kerralla sellaisenaan.","0,00%",
tulo,3,12.25.14.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/25/14/14.html,12. SEKALAISET TULOT,25. Oikeusministeriön hallinnonala,14. Oikeusapumaksutulot,14. Oikeusapumaksutulot,,3 911 000,3 911 000,0,Tärkeä / Tehokas,Säilytetään sellaisenaan oikeusavun saajan hävinneen vastapuolen korvaukset oikeudenkäyntikuluista.,"0,00%",
tulo,3,12.25.15.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/25/15/15.html,12. SEKALAISET TULOT,25. Oikeusministeriön hallinnonala,15. Yleisen edunvalvonnan tulot,15. Yleisen edunvalvonnan tulot,,33 344 000,33 344 000,0,Tärkeä / Tehokas,"Edunvalvonnan maksut säilyvät hallituksen ehdotuksen mukaisena, niin että kustannusvastaavuus on 86 %.","0,00%",
tulo,3,12.25.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/25/20/20.html,12. SEKALAISET TULOT,25. Oikeusministeriön hallinnonala,20. Ulosottomaksut,20. Ulosottomaksut,,87 000 000,75 000 000,−12 000 000,Liikkumavaraa,Ulosotto on ylihinnoiteltu 16 % ja kustannusvastaavuus on budjetoitu 12 M€ yli. Tämä on heikoimmassa asemassa olevien kurittamista ja regressiivistä politiikkaa. Ulosottomaksuja tulee laskea kustannusvastaavuuteen.,"−13,79%",
tulo,3,12.25.99.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/25/99/99.html,12. SEKALAISET TULOT,25. Oikeusministeriön hallinnonala,99. Oikeusministeriön hallinnonalan muut tulot,99. Oikeusministeriön hallinnonalan muut tulot,,2 750 000,2 750 000,0,Liikkumavaraa,Oikeusministeriön viranomaismaksuja ja ulosoton ja konkurssipesien menetettyjä jako-osia. Momentti säilytetään sellaisenaan.,"0,00%",
tulo,2,12.26.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/26/26.html,12. SEKALAISET TULOT,26. Sisäministeriön hallinnonala,,26. Sisäministeriön hallinnonala,,103 907 000,103 907 000,0,Tärkeä / Tehokas,,"0,00%",
tulo,3,12.26.98.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/26/98/98.html,12. SEKALAISET TULOT,26. Sisäministeriön hallinnonala,98. EU:lta saatavat tulot,98. EU:lta saatavat tulot,,100 407 000,100 407 000,0,Tärkeä / Tehokas,"EU:n yhteisellä turvapaikka-, maahanmuutto-, kotouttamis- ja sisäisen turvallisuuden sopimuksilla voidaan saadaan tehokkuus ja kustannushyötyjä. Tulot tulevat EU:n näihin tarkoituksiin perustetuista rahastoista.","0,00%",
tulo,3,12.26.99.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/26/99/99.html,12. SEKALAISET TULOT,26. Sisäministeriön hallinnonala,99. Sisäministeriön hallinnonalan muut tulot,99. Sisäministeriön hallinnonalan muut tulot,,3 500 000,3 500 000,0,Tärkeä / Tehokas,Suomelle koituu EU:n rajavaltiona ylimääräisiä kustannuksia EU:n ulkorajojen ja EU:n vapaan liikkuvuuden valvonnasta ja turvaamisesta. On kohtuullista että Suomi saa tästä korvauksia ja tasausta EU tasolta.,"0,00%",
tulo,2,12.27.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/27/27.html,12. SEKALAISET TULOT,27. Puolustusministeriön hallinnonala,,27. Puolustusministeriön hallinnonala,,290 965 000,290 965 000,0,Tärkeä / Tehokas,,"0,00%",
tulo,3,12.27.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/27/20/20.html,12. SEKALAISET TULOT,27. Puolustusministeriön hallinnonala,20. Tulot irtaimen omaisuuden myynnistä ja rojaltimaksuista,20. Tulot irtaimen omaisuuden myynnistä ja rojaltimaksuista,,18 000,18 000,0,Tärkeä / Tehokas,"Puolustusvoimat myyvät vanhaa kalustoa ja ostavat uutta vastaavalla noin 4,5 M€ summalla. Tähän momenttiin jää erotus eli 18 000 €. Varusmiesten ""hävärit"" tuloutuvat tänne ja niillä ostetaan siten uusia korvaavia tuotteita.","0,00%",
tulo,3,12.27.99.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/27/99/99.html,12. SEKALAISET TULOT,27. Puolustusministeriön hallinnonala,99. Puolustusministeriön hallinnonalan muut tulot,99. Puolustusministeriön hallinnonalan muut tulot,,290 947 000,290 947 000,0,Tärkeä / Tehokas,EU:n rauhanrahaston takaisinmaksuja Ukrainalle luovutetusta materiaalista sekä YK:n kriisinhallintaoperaatioiden korvaukset.,"0,00%",
tulo,2,12.28.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/28.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,,28. Valtiovarainministeriön hallinnonala,,3 092 893 000,3 029 923 100,−62 969 900,Liikkumavaraa,,"−2,04%",
tulo,3,12.28.11.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/11/11.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,11. Kuntien osuudet verotuskustannuksista,11. Kuntien osuudet verotuskustannuksista,,61 271 000,49 016 800,−12 254 200,Liikkumavaraa,"Suomen verojärjestelmää täytyy yksinkertaistaa. Kun tuloverotusta yksinkertaistetaan, niin myös verotuksen toteuttamisen kustannukset laskevat. Verotuksen kustannukset kunnille pienevät ja tämän momentin koko kutistuu.","−20,00%",
tulo,3,12.28.12.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/12/12.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,12. Kansaneläkelaitoksen osuus verotuskustannuksista,12. Kansaneläkelaitoksen osuus verotuskustannuksista,,24 163 000,19 330 400,−4 832 600,Liikkumavaraa,"Suomen verojärjestelmää täytyy yksinkertaistaa. Kun tuloverotusta yksinkertaistetaan, niin myös verotuksen toteuttamisen kustannukset laskevat. Verotuksen kustannukset kunnille pienevät, ja tämän momentin koko kutistuu.","−20,00%",
tulo,3,12.28.13.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/13/13.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,13. Evankelisluterilaisten seurakuntien osuudet verotuskustannuksista,13. Evankelisluterilaisten seurakuntien osuudet verotuskustannuksista,,13 807 000,0,−13 807 000,Leikataan / Tehoton,Uskontokuntien varainhankinta ja samalla sen kustannukset kuuluvat yhteisöille ja yhdistyksille itselleen.,"−100,00%",
tulo,3,12.28.14.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/14/14.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,14. Tulot positiivisen luottotietorekisterin käyttömaksuista,14. Tulot positiivisen luottotietorekisterin käyttömaksuista,,8 900 000,8 900 000,0,Tärkeä / Tehokas,"Koostuu kyselyjä tekevien yrityksien maksuista, jolloin kustannusvastaavuus toteutuu, joten tämä tulo on olennaista pitää ettei muista veroista jouduta kattamaan tämän kuluja. Periaatteena on että palvelun ""käyttäjä maksaa"".","0,00%",
tulo,3,12.28.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/20/20.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,20. Valtion tieto- ja viestintätekniikkakeskuksen eräät tulot,20. Valtion tieto- ja viestintätekniikkakeskuksen eräät tulot,,5 338 000,5 338 000,0,Tärkeä / Tehokas,Kustannusvastaavuuteen perustuva tulo laitteiden myynnistä momenttiin 28.20.10.,"0,00%",
tulo,3,12.28.50.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/50/50.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,50. Siirto Valtion eläkerahastosta,50. Siirto Valtion eläkerahastosta,,2 493 749 000,2 493 749 000,0,Tärkeä / Tehokas,Perustulo tulee muuttamaan sosiaaliturvaa. Rahastot joko puretaan maksuosuuksina ja maksetaan tasaeläkettä tai rahastoja käytetään sosiaaliturvan maksatukseen osittain jatkossakin.,"0,00%",
tulo,3,12.28.51.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/51/51.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,51. Muiden eläkelaitosten puolesta maksettujen eläkemenojen hyvitykset,51. Muiden eläkelaitosten puolesta maksettujen eläkemenojen hyvitykset,,395 505 000,395 505 000,0,Tärkeä / Tehokas,Perustuu maksuihin,"0,00%",
tulo,3,12.28.52.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/52/52.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,52. Vakuutusmaksuja vastaavat maksut,52. Vakuutusmaksuja vastaavat maksut,,18 570 000,41 160 000,22 590 000,Tärkeä / Tehokas,"Valtion ei tarvitse ostaa vakuutuksia vakuutysyhtiöiltä, vaan valtio voi kantaa vastuun itse verovaroista. Tällä momentilla on tuloja siitä, kun valtio perii maksuja itselleen myöntämiltään ""vakuutuksilta"". Täysi kustannusvastaavuus saadaan korottamalla maksut momentin 28.50.50 kustannusten tasoon. ","121,65%",
tulo,3,12.28.60.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/60/60.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,60. Työturvallisuusmaksu,60. Työturvallisuusmaksu,,1 120 000,973 900,−146 100,Liikkumavaraa,"Lasketaan nykyisestä 0,23 promillesta 0,20 promilleen valtion palveluksessa olevan henkilöstön yhteenlasketuista palkoista.","−13,04%",
tulo,3,12.28.92.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/92/92.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,92. Euroopan unionin perinteisten omien varojen kantopalkkiot,92. Euroopan unionin perinteisten omien varojen kantopalkkiot,,52 000 000,0,−52 000 000,Leikataan / Tehoton,"Tulot muodostuvat siitä, että EU:n jäsenvaltiot saavat pitää neljäsosan EU:n puolesta perimistään tullituloista, maatalousmaksuista ja sokerikustannuksista. Poistaisimme kaupankäyntiä rajoittavia tulli- ja yrittämisen maksuja.","−100,00%",
tulo,3,12.28.93.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/93/93.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,93. Euroopan unionilta saatavat tulot matkamenojen korvaamiseen,93. Euroopan unionilta saatavat tulot matkamenojen korvaamiseen,,2 200 000,1 980 000,−220 000,Liikkumavaraa,"Momenttiin esitetään 10 % leikkausta, sillä Suomen tulisi edistää etäpalaverikulttuuria myös EU-tasolla tarpeettoman matkustelun vähentämiseksi.","−10,00%",
tulo,3,12.28.99.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/28/99/99.html,12. SEKALAISET TULOT,28. Valtiovarainministeriön hallinnonala,99. Valtiovarainministeriön hallinnonalan muut tulot,99. Valtiovarainministeriön hallinnonalan muut tulot,,16 270 000,13 970 000,−2 300 000,Liikkumavaraa,"Valtiovarainministeriön muita tuloja. Momentti säilyy muutoin ennallaan, mutta korvaus eräistä karttuneista eläkeosista poistuu kokonaan, sillä vastaava kotihoidon tuki poistuu perustulomallissa.","−14,14%",
tulo,2,12.29.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/29/29.html,12. SEKALAISET TULOT,29. Opetus- ja kulttuuriministeriön hallinnonala,,29. Opetus- ja kulttuuriministeriön hallinnonala,,103 800 000,100 445 000,−3 355 000,Liikkumavaraa,,"−3,23%",
tulo,3,12.29.50.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/29/50/50.html,12. SEKALAISET TULOT,29. Opetus- ja kulttuuriministeriön hallinnonala,50. Rahoitusosuudet Opetushallituksen toimeenpanemiin ohjelmiin,50. Rahoitusosuudet Opetushallituksen toimeenpanemiin ohjelmiin,lisäys hallituksen esityksessä,87 100 000,82 745 000,−4 355 000,Liikkumavaraa,Tästä tarkemmin erittelemättömästä momentista vähennetään 5 % arviona Euroopan solidaarisuusjoukot -ohjelman kuluina. Ohjelma tarjoaa vapaaehtoistyöntekijöille matkakuluja ja ylläpitoa EU-maissa eikä se ole välttämätön valtion tai unionin tehtävä. Erasmus+ ja Nordplus opiskelijavaihto-ohjelmien rahoitus säilytetään momentilla 29.01.32.,"−5,00%",
tulo,3,12.29.70.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/29/70/70.html,12. SEKALAISET TULOT,29. Opetus- ja kulttuuriministeriön hallinnonala,70. Opintotukitoiminnan tulot,70. Opintotukitoiminnan tulot,,12 700 000,12 700 000,0,Tärkeä / Tehokas,"Opintolainojen valtiontakaukset säilyvät. Näistä tulee joitain tuloja, mutta Opintolainojen valtiontakaus -kustannukset momentissa 29.70.52. ovat silti suuremmat 250,3 M€.","0,00%",
tulo,3,12.29.99.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/12/29/99/99.html,12. SEKALAISET TULOT,29. Opetus- ja kulttuuriministeriön hallinnonala,99. Opetus- ja kulttuuriministeriön hallinnonalan muut tulot,99. Opetus- ja kulttuuriministeriön hallinnonalan muut tulot,,4 000 000,4 000 000,0,Liikkumavaraa,"OKM:n hallinnonalan muita tuloja, momentti säilytetään ennallaan.","0,00%",
tulo,3,12.29.lib.,,12. SEKALAISET TULOT,29. Opetus- ja kulttuuriministeriön hallinnonala,lib. Vapautetaan taide - taidevarastojen kiertonopeuden kasvattaminen,lib. Vapautetaan taide - taidevarastojen kiertonopeuden kasvattaminen,lib,,1 000 000,1 000 000,Liikkumavaraa,"Vapautetaan taide. Taide pois kellareista ihmisten nautittavaksi. Gallerian pitäisi olla galleria, ei museo. Taidegallerian pitää tuottaa tuloja eikä menoja. Valtion taidetta voidaan vuokrata tai myydä käyttöön tietyillä ehdoilla, velvollisuuksilla, luovutusvelvollisuus näyttelyihin. Tällä rahoitetaan uuden taiteen hankintaa valtiolle momentti 29.80.72.,  joka kykenee hyvin pitkällä aikajänteellä sitoutumaan Suomessa tehtävän kulttuurin museointiin. Samalla kun muutamat taiteilijat nousevat kuuluisiksi, voidaan osaa tuotannosta myydä tai vuokrata ulkopuolelle.","0,00%",
