year,fiscal_side,momentti_tunnusp,momentti_snimi,hallinnonala,actual_eur,has_structural_guardrail,structural_relation_types,source_rows,observed_months,data_as_of,is_complete_year,coverage_status
2009,expense,29.80.04.,Museoviraston toimintamenot,Opetus- ja kulttuuriministeriön hallinnonala,18757009.22,false,,1744,12,2009-12-01,true,complete
2009,expense,29.80.05.,Näkövammaisten kirjaston toimintamenot,Opetus- ja kulttuuriministeriön hallinnonala,7726478.12,false,,459,12,2009-12-01,true,complete
2009,expense,29.80.06.,Kansallisen audiovisuaalisen arkiston toimintamenot,Opetus- ja kulttuuriministeriön hallinnonala,5493999.14,false,,798,12,2009-12-01,true,complete
2009,expense,29.80.07.,Valtion elokuvatarkastamon toimintamenot,Opetus- ja kulttuuriministeriön hallinnonala,873494.53,false,,304,12,2009-12-01,true,complete
2009,expense,29.80.08.,Venäjän ja Itä-Euroopan instituutin toimintamenot,Opetus- ja kulttuuriministeriön hallinnonala,966151.58,false,,336,12,2009-12-01,true,complete
2009,expense,29.80.30.,Valtionosuudet ja -avustukset yleisten kirjastojen käyttökustannuksiin,Opetus- ja kulttuuriministeriön hallinnonala,106440000,false,,19,12,2009-12-01,true,complete
2009,expense,29.80.31.,Valtionosuus ja -avustus teattereiden ja orkestereiden käyttökustannuksiin,Opetus- ja kulttuuriministeriön hallinnonala,29952000,false,,6,12,2009-12-01,true,complete
2009,expense,29.80.32.,Valtionosuudet ja -avustukset museoille,Opetus- ja kulttuuriministeriön hallinnonala,12468000,false,,7,12,2009-12-01,true,complete
2009,expense,29.80.33.,Valtionosuus ja -avustus kuntien kulttuuritoimintaan,Opetus- ja kulttuuriministeriön hallinnonala,5587738,false,,21,12,2009-12-01,true,complete
2009,expense,29.80.34.,Valtionosuus yleisten kirjastojen perustamiskustannuksiin,Opetus- ja kulttuuriministeriön hallinnonala,5399998,true,rename|rename|rename,5,12,2009-12-01,true,complete
2009,expense,29.80.36.,Euroopan kulttuuripääkaupunki 2011 -hankkeen avustus,Opetus- ja kulttuuriministeriön hallinnonala,2000000,false,,2,12,2009-12-01,true,complete
2009,expense,29.80.40.,Korvaus Suomenlinnan Liikenne Oy:lle,Opetus- ja kulttuuriministeriön hallinnonala,252000,false,,13,12,2009-12-01,true,complete
2009,expense,29.80.50.,Eräät avustukset,Opetus- ja kulttuuriministeriön hallinnonala,11038528.25,false,,171,12,2009-12-01,true,complete
2009,expense,29.80.51.,"Apurahat taiteilijoille, kirjailijoille ja kääntäjille",Opetus- ja kulttuuriministeriön hallinnonala,12582882.78,false,,13,12,2009-12-01,true,complete
2009,expense,29.80.52.,Veikkauksen ja raha-arpajaisten voittovarat taiteen edistämiseen,Opetus- ja kulttuuriministeriön hallinnonala,204664720.58,false,,1460,12,2009-12-01,true,complete
2009,expense,29.80.53.,Valtionavustus tilakustannuksiin,Opetus- ja kulttuuriministeriön hallinnonala,18000000,false,,4,12,2009-12-01,true,complete
2009,expense,29.80.54.,Valtionavustus Suomen Kansallisteatterin peruskorjauksen lainanhoitokuluihin,Opetus- ja kulttuuriministeriön hallinnonala,3745300,false,,4,12,2009-12-01,true,complete
2009,expense,29.80.55.,Kulttuuriperinnön digitoinnin tukeminen,Opetus- ja kulttuuriministeriön hallinnonala,1677300.23,false,,96,12,2009-12-01,true,complete
2009,expense,29.80.56.,Kulttuuriviennin edistäminen,Opetus- ja kulttuuriministeriön hallinnonala,702496.91,false,,19,12,2009-12-01,true,complete
2009,expense,29.80.70.,Kaluston hankinta,Opetus- ja kulttuuriministeriön hallinnonala,1239968.1,false,,182,12,2009-12-01,true,complete
2009,expense,29.80.72.,Valtion taidemuseon kokoelmien kartuttaminen,Opetus- ja kulttuuriministeriön hallinnonala,853907.58,false,,18,12,2009-12-01,true,complete
2009,expense,29.80.75.,Perusparannukset ja talonrakennukset,Opetus- ja kulttuuriministeriön hallinnonala,5827089.61,false,,609,12,2009-12-01,true,complete
2009,expense,29.80.95.,Kulttuuriympäristön suojelusta aiheutuvat menot,Opetus- ja kulttuuriministeriön hallinnonala,4000,false,,2,12,2009-12-01,true,complete
2009,expense,29.90.50.,Veikkauksen ja raha-arpajaisten voittovarat urheilun ja liikuntakasvatuksen edistämiseen,Maa- ja metsätalousministeriön hallinnonala,127568487.19,false,,1930,12,2009-12-01,true,complete
2009,expense,29.90.52.,Valtionosuus liikunnan koulutuskeskuksille ja rahoitus liikuntatieteellisten hankkeiden arviointikustannuksiin,Opetus- ja kulttuuriministeriön hallinnonala,3331000,false,,4,12,2009-12-01,true,complete
2009,expense,29.91.50.,Veikkauksen ja raha-arpajaisten voittovarat nuorisotyön edistämiseen,Opetus- ja kulttuuriministeriön hallinnonala,44744731.87,false,,1029,12,2009-12-01,true,complete
2009,expense,29.91.51.,Nuorten työpajatoiminta ja ehkäisevä huumetyö,Opetus- ja kulttuuriministeriön hallinnonala,11013349.95,false,,63,12,2009-12-01,true,complete
2009,expense,29.98.50.,Veikkauksen ja raha-arpajaisten voittovarat urheilun ja liikuntakasvatuksen edistämiseen,Valtiovarainministeriön hallinnonala,127400,false,,10,12,2009-12-01,true,complete
2009,expense,30.01.01.,Maa- ja metsätalousministeriön toimintamenot,Maa- ja metsätalousministeriön hallinnonala,25834661.92,false,,787,12,2009-12-01,true,complete
2009,expense,30.01.02.,Maa- ja metsätalousministeriön tietopalvelukeskuksen toimintamenot,Maa- ja metsätalousministeriön hallinnonala,14772768.58,false,,617,12,2009-12-01,true,complete
2009,expense,30.01.03.,Maaseutuviraston toimintamenot,Maa- ja metsätalousministeriön hallinnonala,20860944.65,false,,625,12,2009-12-01,true,complete
2009,expense,30.01.04.,Lautakuntien toimintamenot,Maa- ja metsätalousministeriön hallinnonala,826478.27,false,,294,12,2009-12-01,true,complete
2009,expense,30.01.20.,Tietojärjestelmien kehittäminen,Maa- ja metsätalousministeriön hallinnonala,3676132.73,false,,92,12,2009-12-01,true,complete
2009,expense,30.01.21.,Kansainvälinen yhteistyö,Maa- ja metsätalousministeriön hallinnonala,599354.65,false,,245,12,2009-12-01,true,complete
2009,expense,30.01.22.,Yhteistutkimukset,Maa- ja metsätalousministeriön hallinnonala,1907021.37,false,,438,12,2009-12-01,true,complete
2009,expense,30.01.29.,Maa- ja metsätalousministeriön hallinnonalan arvonlisäveromenot,Maa- ja metsätalousministeriön hallinnonala,25554147.86,false,,686,12,2009-12-01,true,complete
2009,expense,30.01.40.,Bioenergiatuotannon avustukset,Maa- ja metsätalousministeriön hallinnonala,459309.64,false,,21,12,2009-12-01,true,complete
2009,expense,30.01.66.,Eräät jäsenmaksut ja rahoitusosuudet,Maa- ja metsätalousministeriön hallinnonala,3706158.74,false,,20,12,2009-12-01,true,complete
2009,expense,30.10.50.,Valtionapu maaseudun elinkeinojen kehittämiseen,Maa- ja metsätalousministeriön hallinnonala,10834935.82,false,,33,12,2009-12-01,true,complete
2009,expense,30.10.54.,Hevostalouden edistäminen totopeleistä valtion osuutena kertyvillä varoilla,Maa- ja metsätalousministeriön hallinnonala,10248317.71,false,,25,12,2009-12-01,true,complete
2009,expense,30.10.55.,Valtionapu 4H-toimintaan,Maa- ja metsätalousministeriön hallinnonala,5000000,false,,4,12,2009-12-01,true,complete
2009,expense,30.10.61.,EU:n osallistuminen maaseudun kehittämiseen,Maa- ja metsätalousministeriön hallinnonala,28614449.21,false,,168,12,2009-12-01,true,complete
2009,expense,30.10.62.,Valtion rahoitusosuus EU:n osaksi rahoittamasta maaseudun kehittämisestä,Maa- ja metsätalousministeriön hallinnonala,29946196.93,false,,186,12,2009-12-01,true,complete
2009,expense,30.10.63.,Maaseudun kehittäminen,Maa- ja metsätalousministeriön hallinnonala,2699488.92,false,,168,12,2009-12-01,true,complete
2009,expense,30.20.01.,Maa- ja elintarviketalouden tutkimuskeskuksen toimintamenot,Maa- ja metsätalousministeriön hallinnonala,35845524.58,false,,1795,12,2009-12-01,true,complete
2009,expense,30.20.40.,Maa- ja puutarhatalouden kansallinen tuki,Maa- ja metsätalousministeriön hallinnonala,558970127.27,false,,132,12,2009-12-01,true,complete
2009,expense,30.20.41.,EU-tulotuki ja EU-markkinatuki,Maa- ja metsätalousministeriön hallinnonala,576378476.17,false,,58,12,2009-12-01,true,complete
2009,expense,30.20.42.,Satovahinkojen korvaaminen,Maa- ja metsätalousministeriön hallinnonala,5418257.97,false,,19,12,2009-12-01,true,complete
2009,expense,30.20.43.,"Maatalouden ympäristötuki, tuotantoeläinten hyvinvointituki ja ei-tuotannolliset investoinnit",Maa- ja metsätalousministeriön hallinnonala,351081180.76,false,,871,12,2009-12-01,true,complete
2009,expense,30.20.44.,Luonnonhaittakorvaus,Maa- ja metsätalousministeriön hallinnonala,419608643.78,false,,51,12,2009-12-01,true,complete
2009,expense,30.20.45.,Luopumistuet ja -korvaukset ja pellonmetsitystuki,Maa- ja metsätalousministeriön hallinnonala,142806338.43,false,,35,12,2009-12-01,true,complete
2009,expense,30.20.46.,Markkinoinnin ja tuotannon kehittäminen,Maa- ja metsätalousministeriön hallinnonala,3968127.43,false,,50,12,2009-12-01,true,complete
2009,expense,30.20.47.,Laatujärjestelmien kehittäminen,Maa- ja metsätalousministeriön hallinnonala,1668287.37,false,,386,12,2009-12-01,true,complete
2009,expense,30.20.48.,Puutarhatalouden ja sokerintuotannon erityistoimenpiteet,Maa- ja metsätalousministeriön hallinnonala,38967528.81,false,,18,12,2009-12-01,true,complete
2009,expense,30.20.49.,Maaseutuelinkeinotoiminnan korkotuki,Maa- ja metsätalousministeriön hallinnonala,31875352.83,false,,14,12,2009-12-01,true,complete
2009,expense,30.20.60.,Siirto interventiorahastoon,Maa- ja metsätalousministeriön hallinnonala,1000000,false,,2,12,2009-12-01,true,complete
2009,expense,30.20.61.,Siirto Maatilatalouden kehittämisrahastoon,Maa- ja metsätalousministeriön hallinnonala,63770000,false,,7,12,2009-12-01,true,complete
2009,expense,30.30.01.,Elintarviketurvallisuusviraston toimintamenot,Maa- ja metsätalousministeriön hallinnonala,41876595.28,false,,922,12,2009-12-01,true,complete
2009,expense,30.30.02.,Lihantarkastustoiminnan toimintamenot,Maa- ja metsätalousministeriön hallinnonala,2405.39,false,,4,12,2009-12-01,true,complete
2009,expense,30.30.20.,Eläinlääkintähuolto,Maa- ja metsätalousministeriön hallinnonala,2068223.62,false,,527,12,2009-12-01,true,complete
2009,expense,30.30.41.,Eräät korvaukset,Maa- ja metsätalousministeriön hallinnonala,3177679.99,false,,44,12,2009-12-01,true,complete
2009,expense,30.40.01.,Riista- ja kalatalouden tutkimuslaitoksen toimintamenot,Maa- ja metsätalousministeriön hallinnonala,18397139.91,false,,955,12,2009-12-01,true,complete
2009,expense,30.40.20.,Kalakannan hoitovelvoitteet,Maa- ja metsätalousministeriön hallinnonala,2204068.11,false,,111,12,2009-12-01,true,complete
2009,expense,30.40.41.,Hirvieläinten aiheuttamien vahinkojen korvaaminen,Maa- ja metsätalousministeriön hallinnonala,3299023.85,false,,231,12,2009-12-01,true,complete
2009,expense,30.40.42.,Petoeläinten aiheuttamien vahinkojen korvaaminen,Maa- ja metsätalousministeriön hallinnonala,2269937.94,false,,187,12,2009-12-01,true,complete
2009,expense,30.40.43.,Porotalouden edistäminen,Maa- ja metsätalousministeriön hallinnonala,1845000,false,,5,12,2009-12-01,true,complete
2009,expense,30.40.50.,Metsästyksen ja riistanhoidon edistäminen,Maa- ja metsätalousministeriön hallinnonala,8606861.3,false,,269,12,2009-12-01,true,complete
2009,expense,30.40.51.,Kalatalouden edistäminen,Maa- ja metsätalousministeriön hallinnonala,5707728.81,false,,188,12,2009-12-01,true,complete
2009,expense,30.40.52.,Tenojoen kalastuslupamaksut ja viehekalastusmaksut,Maa- ja metsätalousministeriön hallinnonala,2881308.29,false,,33,12,2009-12-01,true,complete
2009,expense,30.40.62.,Elinkeinokalatalouden markkinoinnin ja rakennepolitiikan edistäminen,Maa- ja metsätalousministeriön hallinnonala,14511699.23,false,,353,12,2009-12-01,true,complete
2009,expense,30.40.77.,Kalataloudelliset rakentamis- ja kunnostushankkeet,Maa- ja metsätalousministeriön hallinnonala,1251424.29,false,,92,12,2009-12-01,true,complete
2009,expense,30.50.20.,Vesivarojen käytön ja hoidon menot,Maa- ja metsätalousministeriön hallinnonala,10621171.08,false,,1543,12,2009-12-01,true,complete
2009,expense,30.50.30.,Vesihuoltolaitteiden rakentamisen korkotuki,Valtiovarainministeriön hallinnonala,402209.29,false,,23,12,2009-12-01,true,complete
2009,expense,30.50.31.,Avustukset yhdyskuntien vesihuoltotoimenpiteisiin,Maa- ja metsätalousministeriön hallinnonala,11508425.12,false,,383,12,2009-12-01,true,complete
2009,expense,30.50.43.,Eräät valtion maksettavaksi määrätyt korvaukset,Ympäristöministeriön hallinnonala,9233.57,false,,4,12,2009-12-01,true,complete
2009,expense,30.50.48.,Poikkeuksellisten tulvien aiheuttamien vahinkojen korvaaminen,Maa- ja metsätalousministeriön hallinnonala,841000,false,,9,12,2009-12-01,true,complete
2009,expense,30.50.77.,Vesistö- ja vesihuoltotyöt,Ympäristöministeriön hallinnonala,6202907.25,false,,888,12,2009-12-01,true,complete
2009,expense,30.60.01.,Metsäntutkimuslaitoksen toimintamenot,Maa- ja metsätalousministeriön hallinnonala,43666159.44,false,,1423,12,2009-12-01,true,complete
2009,expense,30.60.41.,Metsäpuiden siemenhuolto,Maa- ja metsätalousministeriön hallinnonala,732759.48,false,,12,12,2009-12-01,true,complete
2009,expense,30.60.42.,Valtionapu metsätalouden edistämis- ja valvontaorganisaatioille,Maa- ja metsätalousministeriön hallinnonala,47518000,false,,12,12,2009-12-01,true,complete
2009,expense,30.60.43.,Eräät korvaukset,Maa- ja metsätalousministeriön hallinnonala,2570.71,false,,7,12,2009-12-01,true,complete
2009,expense,30.60.44.,Tuki puuntuotannon kestävyyden turvaamiseen,Maa- ja metsätalousministeriön hallinnonala,79470228.91,false,,16,12,2009-12-01,true,complete
2009,expense,30.60.45.,Metsäluonnon hoidon edistäminen,Maa- ja metsätalousministeriön hallinnonala,8150567.92,false,,74,12,2009-12-01,true,complete
2009,expense,30.60.50.,Eräät metsätalouden valtionavut,Maa- ja metsätalousministeriön hallinnonala,1746000,false,,17,12,2009-12-01,true,complete
2009,expense,30.60.83.,Lainat puuntuotannon kestävyyden turvaamiseen,Maa- ja metsätalousministeriön hallinnonala,106776.56,false,,15,12,2009-12-01,true,complete
2009,expense,30.63.50.,Metsähallituksen eräät julkiset hallintotehtävät,Maa- ja metsätalousministeriön hallinnonala,6502000,false,,3,12,2009-12-01,true,complete
2009,expense,30.70.01.,Maanmittauslaitoksen toimintamenot,Maa- ja metsätalousministeriön hallinnonala,53427253.77,false,,1013,12,2009-12-01,true,complete
2009,expense,30.70.02.,Geodeettisen laitoksen toimintamenot,Maa- ja metsätalousministeriön hallinnonala,4422484.14,false,,551,12,2009-12-01,true,complete
2009,expense,30.70.40.,Kiinteistötoimitusten tukemisesta aiheutuvat menot,Maa- ja metsätalousministeriön hallinnonala,7449998.19,false,,137,12,2009-12-01,true,complete
2009,expense,30.90.27.,Yhteistutkimukset,Maa- ja metsätalousministeriön hallinnonala,521193.23,false,,137,12,2009-12-01,true,complete
2009,expense,31.01.01.,Liikenne- ja viestintäministeriön toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,19831871.82,false,,698,12,2009-12-01,true,complete
2009,expense,31.01.21.,Liikenne- ja viestintäministeriön hallinnonalan tuottavuusmääräraha,Liikenne- ja viestintäministeriön hallinnonala,32380.55,false,,5,12,2009-12-01,true,complete
2009,expense,31.01.29.,Liikenne- ja viestintäministeriön hallinnonalan arvonlisäveromenot,Liikenne- ja viestintäministeriön hallinnonala,350616257.68,true,moved|moved|moved|moved|moved|moved|moved|moved|moved|moved|moved|moved,498,12,2009-12-01,true,complete
2009,expense,31.01.40.,Eräät valtionavut,Liikenne- ja viestintäministeriön hallinnonala,942000,true,moved|moved|moved|moved|moved,12,12,2009-12-01,true,complete
2009,expense,31.10.01.,Tiehallinnon toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,66227251.34,true,moved|moved|moved|moved|moved|moved,987,12,2009-12-01,true,complete
2009,expense,31.10.02.,Ratahallintokeskuksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,27838972.17,true,moved|moved,560,12,2009-12-01,true,complete
2009,expense,31.10.03.,Merenkulkulaitoksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,34716554.78,true,moved|moved,929,12,2009-12-01,true,complete
2009,expense,31.10.21.,Perustienpito,Liikenne- ja viestintäministeriön hallinnonala,532872246.54,true,moved|moved,649,12,2009-12-01,true,complete
2009,expense,31.10.22.,Perusradanpito,Liikenne- ja viestintäministeriön hallinnonala,302059200.82,true,moved|moved,359,12,2009-12-01,true,complete
2009,expense,31.10.23.,Vesiväylänpito,Liikenne- ja viestintäministeriön hallinnonala,59379593.47,true,moved|moved|moved|moved,891,12,2009-12-01,true,complete
2009,expense,31.10.34.,Valtionavustus länsimetron suunnitteluun,Liikenne- ja viestintäministeriön hallinnonala,0,true,moved|moved,3,12,2009-12-01,true,complete
2009,expense,31.10.41.,Valtionavustus eräiden lentopaikkojen rakentamiseen ja ylläpitoon,Liikenne- ja viestintäministeriön hallinnonala,3347000,true,moved|moved,12,12,2009-12-01,true,complete
2009,expense,31.10.50.,Valtionavustus yksityisten teiden kunnossapitoon ja parantamiseen,Liikenne- ja viestintäministeriön hallinnonala,13220484.05,false,,15,12,2009-12-01,true,complete
2009,expense,31.10.76.,Maa- ja vesialueiden hankinnat ja korvaukset,Liikenne- ja viestintäministeriön hallinnonala,34395522.26,false,,77,12,2009-12-01,true,complete
2009,expense,31.10.77.,Väyläverkon kehittäminen ja radioverkon rakentaminen,Liikenne- ja viestintäministeriön hallinnonala,0,false,,4,12,2009-12-01,true,complete
2009,expense,31.10.78.,Eräät väylähankkeet,Liikenne- ja viestintäministeriön hallinnonala,365333087.97,false,,431,12,2009-12-01,true,complete
2009,expense,31.10.79.,"Jälkirahoitus-, kokonaisrahoitus- ja elinkaarirahoitushankkeet",Liikenne- ja viestintäministeriön hallinnonala,54302814.78,true,moved|moved|moved|moved,93,12,2009-12-01,true,complete
2009,expense,31.20.01.,Ajoneuvohallintokeskuksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,20025771.97,false,,664,12,2009-12-01,true,complete
2009,expense,31.20.02.,Rautatieviraston toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,3698011.53,true,moved|moved|moved|moved,437,12,2009-12-01,true,complete
2009,expense,31.20.03.,Ilmailuhallinnon toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,4307845.96,true,moved|moved,323,12,2009-12-01,true,complete
2009,expense,31.24.01.,Tiehallinnon toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,9656063.22,true,moved|moved,239,12,2009-12-01,true,complete
2009,expense,31.24.21.,Perustienpito,Liikenne- ja viestintäministeriön hallinnonala,47670180.1,true,moved,24,12,2009-12-01,true,complete
2009,expense,31.24.76.,Tielain mukaiset maa-alueiden hankinnat ja korvaukset,Liikenne- ja viestintäministeriön hallinnonala,238353.75,false,,3,12,2009-12-01,true,complete
2009,expense,31.24.79.,"Jälkirahoitus-, kokonaisrahoitus- ja elinkaarirahoitushankkeet",Liikenne- ja viestintäministeriön hallinnonala,2802474.18,true,moved|moved,4,12,2009-12-01,true,complete
2009,expense,31.25.50.,Valtionapu yksityisten teiden kunnossapitoon ja parantamiseen,Liikenne- ja viestintäministeriön hallinnonala,5642117.97,false,,22,12,2009-12-01,true,complete
2009,expense,31.30.01.,Merenkulkulaitoksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,4315475.15,true,moved,76,12,2009-12-01,true,complete
2009,expense,31.30.21.,Vesiväylänpito,Liikenne- ja viestintäministeriön hallinnonala,5076283.53,true,moved|moved,17,12,2009-12-01,true,complete
2009,expense,31.30.42.,Valtionavustus koulutuksesta,Liikenne- ja viestintäministeriön hallinnonala,841000,true,moved,2,12,2009-12-01,true,complete
2009,expense,31.30.43.,Meriliikenteessä käytettävien alusten kilpailukyvyn parantaminen,Liikenne- ja viestintäministeriön hallinnonala,86473696,true,moved,17,12,2009-12-01,true,complete
2009,expense,31.30.50.,Lästimaksuista suoritettavat avustukset,Liikenne- ja viestintäministeriön hallinnonala,887346,true,moved,2,12,2009-12-01,true,complete
2009,expense,31.30.51.,Luotsauksen hintatuki,Liikenne- ja viestintäministeriön hallinnonala,3722837.83,true,moved|moved,12,12,2009-12-01,true,complete
2009,expense,31.30.63.,Joukkoliikenteen palvelujen osto ja kehittäminen,Liikenne- ja viestintäministeriön hallinnonala,47144008.7,false,,139,12,2009-12-01,true,complete
2009,expense,31.30.64.,Saariston yhteysalusliikennepalvelujen ostot ja kehittäminen,Liikenne- ja viestintäministeriön hallinnonala,7314653.66,true,moved|moved,76,12,2009-12-01,true,complete
2009,expense,31.30.65.,Junien kaukoliikenteen osto,Liikenne- ja viestintäministeriön hallinnonala,31331205.72,true,moved,10,12,2009-12-01,true,complete
2009,expense,31.30.77.,Väyläverkon kehittäminen,Liikenne- ja viestintäministeriön hallinnonala,2674792.75,true,moved,26,12,2009-12-01,true,complete
2009,expense,31.32.43.,Meriliikenteessä käytettävien alusten kilpailukyvyn parantaminen,Liikenne- ja viestintäministeriön hallinnonala,11498526,true,moved,3,12,2009-12-01,true,complete
2009,expense,31.32.51.,Luotsauksen hintatuki,Liikenne- ja viestintäministeriön hallinnonala,156877.07,true,moved,2,12,2009-12-01,true,complete
2009,expense,31.40.01.,Ratahallintokeskuksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,7960798.91,true,moved|moved|moved,742,12,2009-12-01,true,complete
2009,expense,31.40.21.,Perusradanpito,Liikenne- ja viestintäministeriön hallinnonala,38004184.43,true,moved,11,12,2009-12-01,true,complete
2009,expense,31.40.42.,Sanomalehdistön tuki,Liikenne- ja viestintäministeriön hallinnonala,500000,true,moved,3,12,2009-12-01,true,complete
2009,expense,31.40.44.,Valtionavustus suomalaisten televisio- ja radio-ohjelmien lähettämiseen ulkomaille,Liikenne- ja viestintäministeriön hallinnonala,2000000,true,moved,2,12,2009-12-01,true,complete
2009,expense,31.40.50.,Valtionavustus valtakunnallisen laajakaistahankkeen toteuttamiseen,Liikenne- ja viestintäministeriön hallinnonala,0,false,,3,12,2009-12-01,true,complete
2009,expense,31.40.79.,Radioverkon rakentaminen,Liikenne- ja viestintäministeriön hallinnonala,7634553,false,,13,12,2009-12-01,true,complete
2009,expense,31.41.01.,Rautatieviraston toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,1110819.77,true,moved|moved,6,12,2009-12-01,true,complete
2009,expense,31.50.01.,Ilmatieteen laitoksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,31267898.83,true,moved|moved|moved|moved|moved|moved,1095,12,2009-12-01,true,complete
2009,expense,31.51.01.,Ilmailuhallinnon toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,3633310.89,true,moved,276,12,2009-12-01,true,complete
2009,expense,31.60.34.,Valtionavustus länsimetron suunnitteluun,Liikenne- ja viestintäministeriön hallinnonala,5618827.37,true,moved,4,12,2009-12-01,true,complete
2009,expense,31.60.40.,Avustus Ilmailulaitokselle,Liikenne- ja viestintäministeriön hallinnonala,0,false,,3,12,2009-12-01,true,complete
2009,expense,31.60.63.,Joukkoliikenteen palvelujen osto ja kehittäminen,Liikenne- ja viestintäministeriön hallinnonala,18542820.88,false,,210,12,2009-12-01,true,complete
2009,expense,31.60.64.,Saariston yhteysalusliikennepalvelujen ostot ja kehittäminen,Liikenne- ja viestintäministeriön hallinnonala,667079.97,true,moved,13,12,2009-12-01,true,complete
2009,expense,31.70.01.,Viestintäviraston toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,2507824.25,true,moved,14,12,2009-12-01,true,complete
2009,expense,31.80.01.,Ilmatieteen laitoksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,8382623.57,true,moved|moved,118,12,2009-12-01,true,complete
2009,expense,31.81.01.,Merentutkimuslaitoksen toimintamenot,Liikenne- ja viestintäministeriön hallinnonala,804691.85,false,,9,12,2009-12-01,true,complete
2009,expense,31.99.88.,Osakehankinnat,Liikenne- ja viestintäministeriön hallinnonala,505000,false,,21,12,2009-12-01,true,complete
2009,expense,32.01.01.,Työ- ja elinkeinoministeriön toimintamenot,Maa- ja metsätalousministeriön hallinnonala,54474149.14,false,,1928,12,2009-12-01,true,complete
2009,expense,32.01.02.,Työvoima- ja elinkeinokeskusten toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,7782531.91,false,,751,12,2009-12-01,true,complete
2009,expense,32.01.03.,Työvoimaopiston toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,101422.12,false,,32,12,2009-12-01,true,complete
2009,expense,32.01.20.,Siviilipalvelus,Työ- ja elinkeinoministeriön hallinnonala,5346047.37,true,moved|moved,117,12,2009-12-01,true,complete
2009,expense,32.01.21.,Työ- ja elinkeinoministeriön hallinnonalan tuottavuusmääräraha,Työ- ja elinkeinoministeriön hallinnonala,1365111.97,false,,51,12,2009-12-01,true,complete
2009,expense,32.01.29.,Työ- ja elinkeinoministeriön hallinnonalan arvonlisäveromenot,Liikenne- ja viestintäministeriön hallinnonala,69736331.01,false,,1562,12,2009-12-01,true,complete
2009,expense,32.01.60.,Siirrot hallinnonalan rahastoihin,Työ- ja elinkeinoministeriön hallinnonala,0,false,,1,12,2009-12-01,true,complete
2009,expense,32.01.63.,Valtionavustus työelämäohjelmahankkeisiin,Työ- ja elinkeinoministeriön hallinnonala,3262673.54,false,,39,12,2009-12-01,true,complete
2009,expense,32.01.66.,Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet,Työ- ja elinkeinoministeriön hallinnonala,9737837,false,,23,12,2009-12-01,true,complete
2009,expense,32.01.92.,Korvaus valtion ydinjätehuoltorahastolle,Työ- ja elinkeinoministeriön hallinnonala,10209354.38,false,,2,12,2009-12-01,true,complete
2009,expense,32.01.95.,Maanomistajien osuus vanhoista kaivospiirimaksuista,Valtiovarainministeriön hallinnonala,6000,false,,4,12,2009-12-01,true,complete
2009,expense,32.20.01.,Geologian tutkimuskeskuksen toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,42752395.95,false,,871,12,2009-12-01,true,complete
2009,expense,32.20.02.,Valtion teknillisen tutkimuskeskuksen toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,81657244,false,,1143,12,2009-12-01,true,complete
2009,expense,32.20.03.,Turvatekniikan keskuksen toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,10169781.31,false,,556,12,2009-12-01,true,complete
2009,expense,32.20.04.,Kuluttajatutkimuskeskuksen toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,676972.07,true,moved,24,12,2009-12-01,true,complete
2009,expense,32.20.05.,Mittatekniikan keskuksen toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,6140264.9,false,,516,12,2009-12-01,true,complete
2009,expense,32.20.06.,Tekes - teknologian ja innovaatioiden kehittämiskeskuksen toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,36759632.58,false,,730,12,2009-12-01,true,complete
2009,expense,32.20.07.,Matkailun edistämiskeskuksen toimintamenot,Työ- ja elinkeinoministeriön hallinnonala,12426044.61,true,moved|moved,437,12,2009-12-01,true,complete
2009,expense,32.20.20.,Julkinen tutkimus- ja kehittämistoiminta,Työ- ja elinkeinoministeriön hallinnonala,180327553.22,false,,31,12,2009-12-01,true,complete
2009,expense,32.20.21.,Hanke- ja ohjelmatoiminnan selvitys- ja kehittämismenot,Työ- ja elinkeinoministeriön hallinnonala,7667660.43,false,,96,12,2009-12-01,true,complete
