source_id,institution,year,gdp_volume_change_pct,is_national_official,is_beyond_national_actual,vintage_label,vintage_date,source_url,fetched_at
oecd_economic_outlook,OECD,1969,9.59,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1970,7.47,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1971,2.06,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1972,7.6,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1973,6.6,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1974,3.07,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1975,1.07,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1976,0.17,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1977,0.6,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1978,2.5,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
