series_id,year,period,value,unit,period_basis,source_id,source_url,source_table_title
cost_of_living_index_1951_10_100,2013,2013,1890.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2014,2014,1910.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2015,2015,1906.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2016,2016,1913.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2017,2017,1927.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2018,2018,1948.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2019,2019,1968.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2020,2020,1974.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2021,2021,2017.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2022,2022,2161.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2023,2023,2296.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2024,2024,2332.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
cost_of_living_index_1951_10_100,2025,2025,2339.0,INDEX_1951_10_100,calendar_year_average,statfin_cost_of_living_11xm,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/khi/11xm.px,Elinkustannusindeksi (1951:10=100) muuttujina Vuosi ja Tiedot
gdp_current_prices_meur,1998,1998,120431.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,1999,1999,126888.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2000,2000,136386.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2001,2001,144613.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2002,2002,148440.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2003,2003,151714.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2004,2004,158741.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2005,2005,164666.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
