pilot_id,granting_authority,administrative_branch,period_start,period_end,geographic_allocation,allocation_basis,source_id,source_url,vintage_date,publication_status,recipient_join_status,metric_id,value,unit
okm_all_available_decisions,Opetus- ja kulttuuriministeriö,opetus_ja_kulttuuriministerion_hallinnonala,2004-12-31,2026-11-25,national_unallocated,report_filter_no_recipient_level_export,tutkiavustuksia_public_report,https://www.tutkihallintoa.fi/valtionavustukset/tutkiavustuksia/,2026-08-15,aggregate_pilot,blocked_raw_decisions_unavailable,applications_received_count,8786,COUNT
okm_all_available_decisions,Opetus- ja kulttuuriministeriö,opetus_ja_kulttuuriministerion_hallinnonala,2004-12-31,2026-11-25,national_unallocated,report_filter_no_recipient_level_export,tutkiavustuksia_public_report,https://www.tutkihallintoa.fi/valtionavustukset/tutkiavustuksia/,2026-08-15,aggregate_pilot,blocked_raw_decisions_unavailable,positive_decisions_count,5260,COUNT
okm_all_available_decisions,Opetus- ja kulttuuriministeriö,opetus_ja_kulttuuriministerion_hallinnonala,2004-12-31,2026-11-25,national_unallocated,report_filter_no_recipient_level_export,tutkiavustuksia_public_report,https://www.tutkihallintoa.fi/valtionavustukset/tutkiavustuksia/,2026-08-15,aggregate_pilot,blocked_raw_decisions_unavailable,applied_amount_eur,1664447580,EUR
okm_all_available_decisions,Opetus- ja kulttuuriministeriö,opetus_ja_kulttuuriministerion_hallinnonala,2004-12-31,2026-11-25,national_unallocated,report_filter_no_recipient_level_export,tutkiavustuksia_public_report,https://www.tutkihallintoa.fi/valtionavustukset/tutkiavustuksia/,2026-08-15,aggregate_pilot,blocked_raw_decisions_unavailable,granted_amount_eur,886700051,EUR
