region_code,region_name_fi,region_type,year,governance_period,reform_break,official_uri,primary_care_cost_nominal_eur_per_resident,public_health_staff_per_10000,primary_care_doctor_visits_per_1000,primary_care_wait_over_7d_pct,primary_care_doctor_continuity_coci,experienced_fast_access_pct,self_rated_health_mediocre_or_worse_pct,experienced_insufficient_doctor_services_pct,primary_care_emergency_visits_per_1000,avoidable_emergency_hospitalizations_per_100000,public_service_deflator_2015_100,primary_care_cost_real_2024_eur_per_resident,self_rated_healthy_pct,experienced_sufficient_doctor_services_pct,activity_per_real_cost,care_request_count,no_appointment_share_pct,interrupted_care_path_share_pct,median_wait_days,whole_chain_cost_real_eur_per_resident,available_metric_count,requested_metric_count,data_coverage_pct,coverage_status,activity_per_real_cost_index_fi_2020_100,continuity_index_fi_2020_100,experienced_access_index_fi_2020_100,experienced_service_adequacy_index_fi_2020_100,experienced_health_index_fi_2020_100,quality_balance_component_count,quality_balance_index,quality_balance_index_status,quality_balance_index_basis,service_value_index,service_value_index_status,service_value_index_basis
HVA-15,Keski-Suomen hyvinvointialue,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,692.0,203.0,2405.0,51.0,0.27,63.0,38.3,24.0,622.5,852.0,110.4,749.67,61.7,76.0,3.208078,,,,,,10,10,100.0,complete,120.81,79.41,92.11,94.76,97.63,4,90.7,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-15,Keski-Suomen hyvinvointialue,wellbeing_area,2023,wellbeing_areas_reported,true,,733.4,218.2,2431.0,55.3,0.25,,,,588.7,829.0,116.4,753.56,,,3.22602,,,,,,7,10,70.0,partial,121.49,73.53,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-15,Keski-Suomen hyvinvointialue,wellbeing_area,2024,wellbeing_areas_reported,false,,758.3,,2314.0,55.2,0.23,64.9,39.7,25.1,584.5,896.0,119.6,758.3,60.3,74.9,3.051563,,,,,,9,10,90.0,partial,114.92,67.65,94.88,93.39,95.41,4,86.96,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-15,Keski-Suomen hyvinvointialue,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,73.5,0.23,,,,615.6,899.0,,,,,,,,,,,4,10,40.0,partial,,67.65,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-16,Etelä-Pohjanmaan hyvinvointialue,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,630.4,268.0,2160.0,,0.17,70.3,40.6,14.1,101.2,1072.0,103.0,732.0,59.4,85.9,2.95082,,,,,,9,10,90.0,partial,111.12,50.0,102.78,107.11,93.99,4,84.81,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-16,Etelä-Pohjanmaan hyvinvointialue,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,658.1,268.2,2372.0,45.6,0.16,,,,133.8,1096.0,105.6,745.35,,,3.182398,,,,,,7,10,70.0,partial,119.84,47.06,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-16,Etelä-Pohjanmaan hyvinvointialue,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,592.3,272.4,2336.0,41.1,0.16,66.0,40.1,22.3,109.0,1099.0,110.4,641.66,59.9,77.7,3.640557,,,,,,10,10,100.0,complete,137.1,47.06,96.49,96.88,94.78,4,80.36,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-16,Etelä-Pohjanmaan hyvinvointialue,wellbeing_area,2023,wellbeing_areas_reported,true,,785.7,286.3,2276.0,26.1,0.14,,,,115.6,1204.0,116.4,807.3,,,2.819274,,,,,,7,10,70.0,partial,106.17,41.18,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-16,Etelä-Pohjanmaan hyvinvointialue,wellbeing_area,2024,wellbeing_areas_reported,false,,794.1,,2202.0,38.6,0.17,63.8,36.5,24.3,399.0,1238.0,119.6,794.1,63.5,75.7,2.772951,,,,,,9,10,90.0,partial,104.42,50.0,93.27,94.39,100.47,4,81.55,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-16,Etelä-Pohjanmaan hyvinvointialue,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,67.8,0.21,,,,481.8,1231.0,,,,,,,,,,,4,10,40.0,partial,,61.76,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-17,Pohjanmaan hyvinvointialue,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,607.4,247.6,1423.0,,0.39,67.3,33.8,21.8,516.2,1336.0,103.0,705.29,66.2,78.2,2.01761,,,,,,9,10,90.0,partial,75.98,114.71,98.39,97.51,104.75,4,103.62,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-17,Pohjanmaan hyvinvointialue,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,568.3,250.2,1487.0,39.4,0.38,,,,709.6,999.0,105.6,643.64,,,2.310298,,,,,,7,10,70.0,partial,87.0,111.76,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-17,Pohjanmaan hyvinvointialue,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,678.3,276.7,1453.0,35.7,0.37,64.7,36.1,27.8,723.8,564.0,110.4,734.82,63.9,72.2,1.977355,,,,,,10,10,100.0,complete,74.46,108.82,94.59,90.02,101.11,4,98.39,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-17,Pohjanmaan hyvinvointialue,wellbeing_area,2023,wellbeing_areas_reported,true,,783.4,244.4,1415.0,38.0,0.33,,,,607.9,515.0,116.4,804.94,,,1.757895,,,,,,7,10,70.0,partial,66.2,97.06,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-17,Pohjanmaan hyvinvointialue,wellbeing_area,2024,wellbeing_areas_reported,false,,737.9,,1475.0,43.8,0.31,62.8,34.4,19.8,619.6,710.0,119.6,737.9,65.6,80.2,1.998916,,,,,,9,10,90.0,partial,75.28,91.18,91.81,100.0,103.8,4,96.55,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-17,Pohjanmaan hyvinvointialue,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,56.7,0.32,,,,647.5,1000.0,,,,,,,,,,,4,10,40.0,partial,,94.12,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-18,Keski-Pohjanmaan hyvinvointialue,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,610.5,371.7,1879.0,,0.24,63.0,37.4,14.5,328.3,1720.0,103.0,708.89,62.6,85.5,2.650623,,,,,,9,10,90.0,partial,99.82,70.59,92.11,106.61,99.05,4,91.03,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-18,Keski-Pohjanmaan hyvinvointialue,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,507.7,357.4,2070.0,22.8,0.26,,,,295.0,1798.0,105.6,575.01,,,3.599937,,,,,,7,10,70.0,partial,135.57,76.47,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-18,Keski-Pohjanmaan hyvinvointialue,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,639.9,377.7,2011.0,42.3,0.26,61.2,38.3,20.3,378.4,1705.0,110.4,693.22,61.7,79.7,2.900955,,,,,,10,10,100.0,complete,109.24,76.47,89.47,99.38,97.63,4,90.26,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-18,Keski-Pohjanmaan hyvinvointialue,wellbeing_area,2023,wellbeing_areas_reported,true,,738.9,360.8,2091.0,49.5,0.27,,,,389.1,1625.0,116.4,759.21,,,2.754179,,,,,,7,10,70.0,partial,103.72,79.41,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-18,Keski-Pohjanmaan hyvinvointialue,wellbeing_area,2024,wellbeing_areas_reported,false,,721.9,,2058.0,65.0,0.28,63.4,39.1,21.4,454.2,1634.0,119.6,721.9,60.9,78.6,2.85081,,,,,,9,10,90.0,partial,107.36,82.35,92.69,98.0,96.36,4,92.14,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-18,Keski-Pohjanmaan hyvinvointialue,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,52.9,0.31,,,,530.4,1605.0,,,,,,,,,,,4,10,40.0,partial,,91.18,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-19,Pohjois-Pohjanmaan hyvinvointialue,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,715.9,293.8,2044.0,,,67.5,36.2,18.9,355.1,961.0,103.0,831.28,63.8,81.1,2.458859,,,,,,8,10,80.0,partial,92.6,,98.68,101.12,100.95,3,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-19,Pohjois-Pohjanmaan hyvinvointialue,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,568.5,276.5,2267.0,44.3,0.24,,,,464.3,890.0,105.6,643.87,,,3.520897,,,,,,7,10,70.0,partial,132.59,70.59,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-19,Pohjois-Pohjanmaan hyvinvointialue,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,477.9,283.5,2261.0,53.1,0.23,60.8,36.1,24.7,458.7,827.0,110.4,517.72,63.9,75.3,4.367226,,,,,,10,10,100.0,complete,164.46,67.65,88.89,93.89,101.11,4,86.92,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-19,Pohjois-Pohjanmaan hyvinvointialue,wellbeing_area,2023,wellbeing_areas_reported,true,,633.0,285.3,2258.0,63.0,0.24,,,,412.1,983.0,116.4,650.4,,,3.47171,,,,,,7,10,70.0,partial,130.74,70.59,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-19,Pohjois-Pohjanmaan hyvinvointialue,wellbeing_area,2024,wellbeing_areas_reported,false,,631.0,,2200.0,60.9,0.25,59.5,38.0,27.5,473.8,1055.0,119.6,631.0,62.0,72.5,3.486529,,,,,,9,10,90.0,partial,131.3,73.53,86.99,90.4,98.1,4,86.78,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-19,Pohjois-Pohjanmaan hyvinvointialue,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,63.3,0.28,,,,557.1,1155.0,,,,,,,,,,,4,10,40.0,partial,,82.35,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-20,Kainuun hyvinvointialue,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,734.7,339.9,1898.0,,0.3,62.5,41.6,23.1,566.3,1365.0,103.0,853.11,58.4,76.9,2.224801,,,,,,9,10,90.0,partial,83.78,88.24,91.37,95.89,92.41,4,91.93,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-20,Kainuun hyvinvointialue,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,614.5,348.2,2046.0,21.2,0.34,,,,408.1,1123.0,105.6,695.97,,,2.939782,,,,,,7,10,70.0,partial,110.71,100.0,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-20,Kainuun hyvinvointialue,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,549.4,329.7,2151.0,18.8,0.33,57.6,42.9,30.4,278.9,889.0,110.4,595.18,57.1,69.6,3.614033,,,,,,10,10,100.0,complete,136.1,97.06,84.21,86.78,90.35,4,89.47,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-20,Kainuun hyvinvointialue,wellbeing_area,2023,wellbeing_areas_reported,true,,826.9,302.3,2473.0,26.0,0.32,,,,268.1,865.0,116.4,849.63,,,2.910679,,,,,,7,10,70.0,partial,109.61,94.12,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-20,Kainuun hyvinvointialue,wellbeing_area,2024,wellbeing_areas_reported,false,,833.7,,2187.0,27.1,0.33,61.1,42.3,27.4,257.3,844.0,119.6,833.7,57.7,72.6,2.623246,,,,,,9,10,90.0,partial,98.79,97.06,89.33,90.52,91.3,4,92.0,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-20,Kainuun hyvinvointialue,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,38.4,0.35,,,,411.0,827.0,,,,,,,,,,,4,10,40.0,partial,,102.94,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-21,Lapin hyvinvointialue,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,768.0,239.8,1715.0,,0.28,69.1,35.1,18.9,516.4,1487.0,103.0,891.77,64.9,81.1,1.923142,,,,,,9,10,90.0,partial,72.42,82.35,101.02,101.12,102.69,4,96.41,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-21,Lapin hyvinvointialue,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,675.2,241.2,1765.0,43.1,0.25,,,,828.1,1335.0,105.6,764.72,,,2.308034,,,,,,7,10,70.0,partial,86.92,73.53,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-21,Lapin hyvinvointialue,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,784.9,248.3,1766.0,38.6,0.23,62.6,38.9,24.0,665.3,1253.0,110.4,850.31,61.1,76.0,2.07689,,,,,,10,10,100.0,complete,78.21,67.65,91.52,94.76,96.68,4,86.78,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-21,Lapin hyvinvointialue,wellbeing_area,2023,wellbeing_areas_reported,true,,905.4,261.6,1745.0,45.3,0.23,,,,564.2,1215.0,116.4,930.29,,,1.875759,,,,,,7,10,70.0,partial,70.64,67.65,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-21,Lapin hyvinvointialue,wellbeing_area,2024,wellbeing_areas_reported,false,,927.0,,1765.0,39.5,0.23,62.0,38.6,20.9,530.9,1153.0,119.6,927.0,61.4,79.1,1.903991,,,,,,9,10,90.0,partial,71.7,67.65,90.64,98.63,97.15,4,87.55,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-21,Lapin hyvinvointialue,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,48.6,0.25,,,,534.0,1041.0,,,,,,,,,,,4,10,40.0,partial,,73.53,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-90,Helsingin kaupunki,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,346.4,322.0,1221.0,,0.39,72.1,31.1,24.1,126.2,1592.0,103.0,402.23,68.9,75.9,3.035577,,,,,,9,10,90.0,partial,114.31,114.71,105.41,94.64,109.02,4,105.68,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-90,Helsingin kaupunki,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,477.9,310.5,935.0,31.1,,,,,157.7,1383.0,105.6,541.26,,,1.727451,,,,,,6,10,60.0,partial,65.05,,,,,0,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-90,Helsingin kaupunki,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,439.9,307.8,1280.0,42.5,,64.5,30.0,26.6,147.7,1139.0,110.4,476.56,70.0,73.4,2.685916,,,,,,9,10,90.0,partial,101.15,,94.3,91.52,110.76,3,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-90,Helsingin kaupunki,wellbeing_area,2023,wellbeing_areas_reported,true,,434.1,318.0,1579.0,66.6,,,,,421.7,1049.0,116.4,446.03,,,3.540121,,,,,,6,10,60.0,partial,133.31,,,,,0,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-90,Helsingin kaupunki,wellbeing_area,2024,wellbeing_areas_reported,false,,453.3,,2283.0,66.5,0.29,69.8,33.3,27.3,658.7,937.0,119.6,453.3,66.7,72.7,5.0364,,,,,,9,10,90.0,partial,189.66,85.29,102.05,90.65,105.54,4,95.53,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-90,Helsingin kaupunki,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,75.9,0.32,,,,604.5,951.0,,,,,,,,,,,4,10,40.0,partial,,94.12,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-91,Ahvenanmaa,wellbeing_area,2020,municipalities_aggregated_to_current_hva,false,,0.0,344.9,2042.0,,0.33,,,,304.0,,103.0,0.0,,,,,,,,,5,10,50.0,partial,,97.06,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-91,Ahvenanmaa,wellbeing_area,2021,municipalities_aggregated_to_current_hva,false,,,339.4,2370.0,,0.32,,,,266.0,,105.6,,,,,,,,,,4,10,40.0,partial,,94.12,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-91,Ahvenanmaa,wellbeing_area,2022,municipalities_aggregated_to_current_hva,false,,,330.1,2520.0,,0.32,83.7,34.3,14.1,301.5,,110.4,,65.7,85.9,,,,,,,7,10,70.0,partial,,94.12,122.37,107.11,103.96,4,106.41,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-91,Ahvenanmaa,wellbeing_area,2023,wellbeing_areas_reported,true,,,333.3,2177.0,,0.34,,,,301.9,,116.4,,,,,,,,,,4,10,40.0,partial,,100.0,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-91,Ahvenanmaa,wellbeing_area,2024,wellbeing_areas_reported,false,,,,2124.0,,0.33,79.2,34.4,15.4,361.4,,119.6,,65.6,84.6,,,,,,,6,10,60.0,partial,,97.06,115.79,105.49,103.8,4,105.32,published_equal_weight_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
HVA-91,Ahvenanmaa,wellbeing_area,2025,wellbeing_areas_reported,false,,,,,,0.32,,,,350.2,,,,,,,,,,,,2,10,20.0,partial,,94.12,,,,1,,not_published_incomplete_quality_core,Finland 2020 = 100; equal-weight geometric mean,,retired_requires_whole_chain_value_data,"Not published until resolved need, whole-chain cost and safety are available"
